,rosbagTimestamp,secs,nsecs,frame_id,child_frame_id,x,y,z,qx,qy,qz,qw
1105,1.60600530777565e+18,1603863782,153501987,"""world""","""camera_link""",-0.06618910230119994,-0.6975583229099996,4.805826884689998,-0.5002213808204122,0.513771459114445,0.4983248926708465,-0.487329210405167
1109,1.60600530788099e+18,1603863782,257122039,"""world""","""camera_link""",-0.06736637252529995,-0.7359533892009996,4.805966410539998,-0.5020230947404436,0.5132924299009737,0.4989178895533112,-0.48537061431163286
1113,1.60600530796816e+18,1603863782,360742092,"""world""","""camera_link""",-0.06823251820899995,-0.7746734345489994,4.805383212669998,-0.5029648086404923,0.5130231226199076,0.49930387249749814,-0.4842822728900515
1117,1.60600530808094e+18,1603863782,464472055,"""world""","""camera_link""",-0.06975270926699995,-0.8141548764709995,4.804955001129999,-0.5042323609392982,0.5121929881953188,0.49963904497117245,-0.48349652921755937
1121,1.60600530819042e+18,1603863782,568091869,"""world""","""camera_link""",-0.07108046518799994,-0.8550126934619995,4.804107896389998,-0.5053114428964856,0.5118863216889699,0.4996404141548978,-0.482692651579378
1125,1.60600530829239e+18,1603863782,671881914,"""world""","""camera_link""",-0.07221040186339994,-0.8969148722949994,4.802753950769998,-0.5067714017978463,0.5128927540541558,0.4984111462945948,-0.4813627513714548
1129,1.60600530839582e+18,1603863782,775461912,"""world""","""camera_link""",-0.07372937926699995,-0.9402778002139995,4.802257843029999,-0.5075202616319889,0.5139138212264489,0.4971375450371274,-0.4808014451932159
1133,1.60600530850093e+18,1603863782,879061937,"""world""","""camera_link""",-0.07433660579749994,-0.9846178882319995,4.801977663019998,-0.5072715292316288,0.5149193088312983,0.4962524696754365,-0.480902471780644
1137,1.60600530860229e+18,1603863782,982681989,"""world""","""camera_link""",-0.07636494143309995,-1.0302434194499994,4.804206855669998,-0.5072501780708645,0.5162541769773477,0.49497690399049166,-0.4808084297477588
1141,1.6060053087049e+18,1603863783,86302042,"""world""","""camera_link""",-0.07735211516769994,-1.0763863465099996,4.8044907173999984,-0.506456714112635,0.5174162025586738,0.49360919382463003,-0.4818008238180929
1145,1.60600530881011e+18,1603863783,190042018,"""world""","""camera_link""",-0.07850919327419995,-1.1223915316999995,4.801810562169997,-0.5059944820996877,0.5184022536368665,0.4917050619711007,-0.4831716253474356
1149,1.60600530891505e+18,1603863783,293652057,"""world""","""camera_link""",-0.08010923635269994,-1.1714754543499997,4.801853568879999,-0.5052480446300802,0.5191924237993301,0.49014067216678264,-0.4846914089962314
1153,1.60600530901739e+18,1603863783,397281885,"""world""","""camera_link""",-0.08112031088019994,-1.2201998280399995,4.803026321329998,-0.5040089385968196,0.5189004423974896,0.48939870256751156,-0.487038222955276
1157,1.60600530911996e+18,1603863783,501012086,"""world""","""camera_link""",-0.08235349289379995,-1.2699472089099997,4.8037756917399985,-0.5031512413870917,0.5194690348379768,0.4883005577948598,-0.4884192004747135
1161,1.60600530922275e+18,1603863783,604752063,"""world""","""camera_link""",-0.08424926535599994,-1.3195730721199996,4.804860229379998,-0.5010510289944731,0.5198703895421237,0.48837284980943807,-0.490076120607716
1165,1.60600530932954e+18,1603863783,708371877,"""world""","""camera_link""",-0.08562768498429996,-1.3704745994299994,4.806281490369997,-0.4987605461728483,0.521215539281435,0.4889061774528936,-0.49045186190015083
